Sub Category,Price,Discount,Rating,Title,Feature,Product Description
Floral,64.99,0,,Valentine's Day Pre-Order 50-stem Shades of Pink Roses,Pick Your Arrival Date at Checkout   Gift Messaging Available at Checkout   Vase Not Included   Last Day to Order 02/12/2024   Warning: Not for Human or Animal Consumption,"Our stunning Rainforest Alliance Certified roses are hand picked from our South American farms. While we pride ourselves in providing the highest quality flowers, we are also socially responsible protecting the environment and the farm employees in the process. All of our roses are made to impress with larger, bolder, and more vibrant colors. We put our heart into every stem we grow. Each box contains 2 bunches of 25 stems, wrapped in sleeves for protection during shipping. Vase not included.   Stems Include: Roses Red, Roses Hot Pink, Roses Pink, Roses White (50 Stems)   How to Order:   Every attempt will be made to deliver your floral order on your preferred arrival date; however, your order may arrive one day before or after your selected date.   Last Day to Order for Tuesday, February 13th is Monday, February 12th at 11:00 AM PST.   Orders selected for Tuesday, February 13th delivery will arrive Tuesday, February 13th or Wednesday, February 14th.   Pick your arrival date from the calendar during checkout. Arrival dates are based on the farm’s availability.   Due to the perishable nature of this item, orders do NOT ship Friday through Monday. Orders only arrive Tuesday through Friday.   You can choose your arrival date from the calendar during checkout.   Delivery exclusions apply, see calendar at checkout..   Need Help?   No cancellations can be initiated after Monday, 2/5.   We are here to help! You can reach us directly at the contact information below. For cancellations or rescheduling, please contact us within 48 hours of placing an order. For overnight deliveries, orders cannot be canceled.   Email: support@flowernet.com   Phone: 877-285-1256 7:00AM – 3:00PM (PST), M-F   Suggestions:   Tell them how you feel! Gift messaging available during the checkout process. If you want gift messages on multiple orders, individual orders need to be placed.   Are your flowers for an event? Many of our flowers ship in bud form. We suggest ordering your flowers to arrive 2-3 days before your event to allow them to bloom.   Did your flowers arrive looking thirsty? No worries! Just follow the included care and handling instructions to properly hydrate your flowers. After a fresh drink of water, your flowers will blossom and look more full.   Flowers pictured on the site are taken after three days in water."
Floral,46.99,0,4.3,Birthday Full of Happiness Floral Arrangement,"Farm Fresh Flowers   Pick Your Arrival Date At Checkout
Gift Messaging Available At Checkout
Vase And ""Happy Birthday"" Pick Are Included
Warning: Not For Human or Animal Consumption","Bring in a new year with style with the Birthday Full of Happiness bouquet. This bold arrangement combines brightly colored gerberas, roses, dianthus, and the unique texture of green ball, lily grass, and more. It all comes perfectly displayed in a keepsake vase with a gold glitter “Happy Birthday” pick as the icing on the cake!Stems Include: Stock, Roses, Spray Roses, Green Balls, Mums, Gerbera Daisies, Dianthus, Lily Grass, Cocculos, Robelini, and Cushion PomsHOW TO ORDEREvery attempt will be made to deliver your floral order on your preferred arrival date, however, your order may arrive one day before or after your selected date.Next day orders must be placed placed prior to 11:00 am PST Monday through Thursday, in order for them to arrive next day.Due to the perishable nature of this item, orders do NOT ship Friday through Monday. Orders only arrive Tuesday through Friday. SUGGESTIONSTell them how you feel! Gift messaging available during the checkout process. If you want gift messages on multiple orders, individual orders need to be placed.Are your flowers for an event? Many of our flowers ship in bud form. We suggest ordering your flowers to arrive 2-3 days before your event to allow them to bloom.Did your flowers arrive looking thirsty? No worries! Just follow the included care and handling instructions to properly hydrate your flowers. After a fresh drink of water, your flowers will blossom and look more full. Flowers pictured on the site are taken after three days in water.NEED HELP?We are here to help! You can reach us directly at the contact information below. For cancellations or rescheduling, please contact us within 48 hours of placing order. For overnight deliveries, orders cannot be cancelled.Email: support@flowernet.comPhone: 877-285-1256 7:00AM – 3:00PM (PST), M-F"
Floral,49.99,0,4.2,50-stem Red Roses,"50 cm Stem Length   Pick Your Arrival Date At Checkout
Gift Messaging Available At Checkout   Vase Not Included
Warning: Not For Human or Animal Consumption","​Our stunning Rainforest Alliance Certified roses are hand-picked from our South American farms. While we pride ourselves in providing the highest quality flowers, we are also socially responsible - protecting the environment and the farm employees in the process. All of our roses are made to impress with larger, bolder, and more vibrant colors. We put our heart into every stem we grow. Each box contains 2 bunches of 25 stems, wrapped in corrugate sleeves for protection during shipping. Vase not included.How To Order:Every attempt will be made to deliver your floral order on your preferred arrival date, however, your order may arrive one day before or after your selected date.Next day orders must be placed placed prior to 11:00 am PST Monday through Thursday, in order for them to arrive next day.Due to the perishable nature of this item, orders do NOT ship Friday through Monday. Orders only arrive Tuesday through Friday.Suggestions:Tell them how you feel! Gift messaging available during the checkout process. If you want gift messages on multiple orders, individual orders need to be placed. Are your flowers for an event? Many of our flowers ship in bud form. We suggest ordering your flowers to arrive 2-3 days before your event to allow them bloom. Did your flowers arrive looking thirsty? No worries! Just follow the included care and handling instructions to properly hydrate your flowers. After a fresh drink of water, your flowers will blossom and look more full. Flowers pictured on the site are taken after three days in water.Need Help?For answers to frequently asked questions, please enter the following URL into your search bar: www.flowernet.comWe are here to help!Email: support@flowernet.comPhone: 877-285-1256 7:00AM – 3:00PM (PST), M-F"
Floral,69.99,0,,Valentine's Day Pre-Order Red Romance Arrangement,Pick Your Arrival Date at Checkout   Gift Messaging Available at Checkout   Clear Glass Vase Included   Last Day to Order 02/09/2024   Warning: Not for Human or Animal Consumption,"Adorn the one you adore with the Romance Bouquet .This arrangement is classic in all the best ways with 36 striking roses complimented by white baby’s breath and fresh greenery. With so many beautiful blooms to enjoy, the Romance Bouquet is the ultimate romantic gesture.   Stems Include: Roses Red, Gypsophila, Greens (44 Stems)   How to Order:   Every attempt will be made to deliver your floral order on your preferred arrival date; however, your order may arrive one day before or after your selected date.   Last Day to Order for Tuesday, February 13th is Friday, February 9th at 11:59PMPST.   Orders selected for Tuesday, February 13th delivery will arrive Tuesday, February 13th or Wednesday, February 14th.   Pick your arrival date from the calendar during checkout. Arrival dates are based on the farm’s availability.   Due to the perishable nature of this item, orders do NOT ship Friday through Monday. Orders only arrive Tuesday through Friday.   You can choose your arrival date from the calendar during checkout.   Delivery exclusions apply, see calendar at checkout..   Need Help?   No cancellations can be initiated after Monday, 1/29.   We are here to help! You can reach us directly at the contact information below. For cancellations or rescheduling, please contact us within 48 hours of placing an order. For overnight deliveries, orders cannot be canceled.   Email: support@flowernet.com   Phone: 877-285-1256 7:00AM – 3:00PM (PST), M-F   Suggestions:   Tell them how you feel! Gift messaging available during the checkout process. If you want gift messages on multiple orders, individual orders need to be placed.   Are your flowers for an event? Many of our flowers ship in bud form. We suggest ordering your flowers to arrive 2-3 days before your event to allow them to bloom.   Did your flowers arrive looking thirsty? No worries! Just follow the included care and handling instructions to properly hydrate your flowers. After a fresh drink of water, your flowers will blossom and look more full. Flowers pictured on the site are taken after three days in water."
Floral,59.99,0,4.2,Truly Sweet Floral Arrangement,"Farm Fresh Flowers   Pick Your Arrival Date At Checkout
Gift Messaging Available At Checkout
Vase Included (3.8 in W x 9 in H)
Warning: Not For Human or Animal Consumption","This gorgeous vase arrangement captures the beauty of Roses and Lilies using Roses, magnificent Asiatic Lilies, Calla Lilies, Stars of Bethlehem and Greens, in a nice glass vessel to create a celebration of blooms.   How to Order:
Every attempt will be made to deliver your floral order on your preferred arrival date, however, your order may arrive one day before or after your selected date.
Pick your arrival date from the calendar during checkout. Arrival dates are based on the farm’s availability.
Due to the perishable nature of this item, orders do NOT ship Friday through Monday. Orders only arrive Tuesday through Friday.
You can choose your arrival date from the calendar during checkout.
Delivery exclusions apply, see calendar at checkout.
NEED HELP?
We are here to help! You can reach us directly at the contact information below. For cancellations or rescheduling, please contact us within 48 hours of placing an order. For overnight deliveries, orders cannot be canceled.
Email: costco@vistaflor.com
Phone: 888-620-8895 (8:00AM – 8:00PM EST M-F, 8:00AM – 5:00PM EST   SUGGESTIONS   Tell them how you feel! Gift messaging available during the checkout process. If you want gift messages on multiple orders, individual orders need to be placed.
Are your flowers for an event? Many of our flowers ship in bud form. We suggest ordering your flowers to arrive 2-3 days before your event to allow them to bloom.
Did your flowers arrive looking thirsty? No worries! Just follow the included care and handling instructions to properly hydrate your flowers. After a fresh drink of water, your flowers will blossom and look more full.
Flowers pictured on the site are taken after three days in water.
This container and its removable liner may leak water. Please do NOT remove the liner. Containers are not guaranteed to be watertight. Be sure to put protection under containers to prevent damage to surfaces."
Floral,49.99,0,3.7,50-stem Light Pink Roses,Pick Your Arrival Date At Checkout   Gift Messaging Available At Checkout   Vase Not Included   Warning: Not For Human or Animal Consumption,"Our stunning Rainforest Alliance Certified roses are hand-picked from our South American farms. While we pride ourselves in providing the highest quality flowers, we are also socially responsible - protecting the environment and the farm employees in the process. All of our roses are made to impress with larger, bolder, and more vibrant colors. We put our heart into every stem we grow. Each box contains 2 bunches of 25 stems, wrapped in corrugate sleeves for protection during shipping. Vase not included.How To Order:Every attempt will be made to deliver your floral order on your preferred arrival date, however, your order may arrive one day before or after your selected date.Pick your arrival date from the calendar during checkout. Arrival dates are based on the farm’s availability.Due to the perishable nature of this item, orders do NOT ship Friday through Monday. Orders only arrive Tuesday through FridayNext day orders must be placed placed prior to 11:00 am PST Monday through Thursday, in order for them to arrive next dayYou can choose your arrival date from the calendar during checkout.Delivery exclusions apply, see calendar at checkout.Need Help?We are here to help! You can reach us directly at the contact information below. For cancellations or rescheduling, please contact us within 48 hours of placing order. For overnight deliveries, orders cannot be cancelled.Email: support@flowernet.comPhone: 877-285-1256 7:00AM – 3:00PM (PST), M-FSuggestions:Tell them how you feel! Gift messaging available during the checkout process. If you want gift messages on multiple orders, individual orders need to be placed. Are your flowers for an event? Many of our flowers ship in bud form. We suggest ordering your flowers to arrive 2-3 days before your event to allow them to bloom.Did your flowers arrive looking thirsty? No worries! Just follow the included care and handling instructions to properly hydrate your flowers. After a fresh drink of water, your flowers will blossom and look more full. Flowers pictured on the site are taken after three days in water."
Floral,64.99,0,,Valentine's Day Pre-Order 50-stem Lavender Roses,Pick Your Arrival Date at Checkout   Gift Messaging Available at Checkout   Vase Not Included   Last Day to Order 02/12/2024   Warning: Not for Human or Animal Consumption,"Our stunning Rainforest Alliance Certified roses are hand picked from our South American farms. While we pride ourselves in providing the highest quality flowers, we are also socially responsible protecting the environment and the farm employees in the process. All of our roses are made to impress with larger, bolder, and more vibrant colors. We put our heart into every stem we grow. Each box contains 2 bunches of 25 stems, wrapped in sleeves for protection during shipping. Vase not included.   Stems Include: Roses Lavender (50 Stems)   How to Order:   Every attempt will be made to deliver your floral order on your preferred arrival date; however, your order may arrive one day before or after your selected date.   Last Day to Order for Tuesday, February 13th is Monday, February 12th at 11:00 AM PST.   Orders selected for Tuesday, February 13th delivery will arrive Tuesday, February 13th or Wednesday, February 14th.   Pick your arrival date from the calendar during checkout. Arrival dates are based on the farm’s availability.   Due to the perishable nature of this item, orders do NOT ship Friday through Monday. Orders only arrive Tuesday through Friday.   You can choose your arrival date from the calendar during checkout.   Delivery exclusions apply, see calendar at checkout..   Need Help?   No cancellations can be initiated after Monday, 2/5.   We are here to help! You can reach us directly at the contact information below. For cancellations or rescheduling, please contact us within 48 hours of placing an order. For overnight deliveries, orders cannot be canceled.   Email: support@flowernet.com   Phone: 877-285-1256 7:00AM – 3:00PM (PST), M-F   Suggestions:   Tell them how you feel! Gift messaging available during the checkout process. If you want gift messages on multiple orders, individual orders need to be placed.   Are your flowers for an event? Many of our flowers ship in bud form. We suggest ordering your flowers to arrive 2-3 days before your event to allow them to bloom.   Did your flowers arrive looking thirsty? No worries! Just follow the included care and handling instructions to properly hydrate your flowers. After a fresh drink of water, your flowers will blossom and look more full.   Flowers pictured on the site are taken after three days in water."
Floral,54.99,0,4.2,Inspire Floral Arrangement,Farm Fresh Flowers   Pick Your Arrival Date at Checkout   Gift Messaging Available at Checkout   Warning: Not for Human or Animal Consumption,"Let this great combination of flowers, colors and texture be your source of inspiration. Stems Include: Pin Cushions, Roses, Disbuds, Snapdragons, Carnations, Ruscus, Poms and ParvifoliaHow to OrderEvery attempt will be made to deliver your floral order on your preferred arrival date, however, your order may arrive one day before or after your selected date.Pick your arrival date from the calendar during checkout. Arrival dates are based on the farm’s availability.Due to the perishable nature of this item, orders do NOT ship Friday through Monday. Orders only arrive Tuesday through Friday.You can choose your arrival date from the calendar during checkout.Delivery exclusions apply, see calendar at checkout.Need Help?Email: costco@vistaflor.comPhone: 888-620-8895 (8:00AM – 8:00PM EST M-F, 8:00AM – 5:00PM EST SAT)Suggestions:Tell them how you feel! Gift messaging available during the checkout process. If you want gift messages on multiple orders, individual orders need to be placed.Are your flowers for an event? Many of our flowers ship in bud form. We suggest ordering your flowers to arrive 2-3 days before your event to allow them to bloom.Did your flowers arrive looking thirsty? No worries! Just follow the included care and handling instructions to properly hydrate your flowers. After a fresh drink of water, your flowers will blossom and look more full. Flowers pictured on the site are taken after three days in water."
Floral,49.99,0,3.9,Tranquility Vase Arrangement ,Farm Fresh Flowers   Pick Your Arrival Date at Checkout   Gift Messaging Available at Checkout   Warning: Not for Human or Animal Consumption,"Let your mind drift away into tranquil thoughts of peace and calmness. Stop for a moment and just enjoy the smell of flowers with this beautiful arrangement composed of roses and hydrangeas.Stems Include: Snapdragon, Pandanus Geens, Ruscus, Hydrangeas, RosesHOW TO ORDER:Every attempt will be made to deliver your floral order on your preferred arrival date, however, your order may arrive one day before or after your selected date.Pick your arrival date from the calendar during checkout. Arrival dates are based on the farm’s availability.Due to the perishable nature of this item, orders do NOT ship Friday through Monday. Orders only arrive Tuesday through Friday.You can choose your arrival date from the calendar during checkout.Delivery exclusions apply, see calendar at checkout.NEED HELP?We are here to help! You can reach us directly at the contact information below. For cancellations or rescheduling, please contact us within 48 hours of placing order. For overnight deliveries, orders cannot be cancelled.Email: costco@vistaflor.comPhone: 888-620-8895 (8:00AM – 8:00PM EST M-F, 8:00AM – 5:00PM EST SAT)SUGGESTIONSTell them how you feel! Gift messaging available during the checkout process. If you want gift messages on multiple orders, individual orders need to be placed.Are your flowers for an event? Many of our flowers ship in bud form. We suggest ordering your flowers to arrive 2-3 days before your event to allow them to bloom.Did your flowers arrive looking thirsty? No worries! Just follow the included care and handling instructions to properly hydrate your flowers. After a fresh drink of water, your flowers will blossom and look more full. Flowers pictured on the site are taken after three days in water."
Floral,55.99,0,3.9,Love You More Floral Arrangement,"50 cm Stem Length   Pick Your Arrival Date At Checkout
Gift Messaging Available At Checkout   Red Vase Included
Warning: Not For Human or Animal Consumption","A grand gesture for the person who deserves the world. The Love You More Floral Arrangement features classic favorites such as red roses, stargazer lilies, spray roses, carnations, and more. Still want more? Even the red “Love” vase will speak to the recipient’s heart. HOW TO ORDER:Every attempt will be made to deliver your floral order on your preferred arrival date, however, your order may arrive one day before or after your selected date.Next day orders must be placed placed prior to 11:00 am PST Monday through Thursday, in order for them to arrive next day.Due to the perishable nature of this item, orders do NOT ship Friday through Monday. Orders only arrive Tuesday through Friday.Suggestions:Tell them how you feel! Gift messaging available during the checkout process. If you want gift messages on multiple orders, individual orders need to be placed.Need Help?For answers to frequently asked questions, please enter the following URL into your search bar: www.flowernet.comWe are here to help!Email: support@flowernet.comPhone: 877-285-1256 7:00AM – 3:00PM (PST), M-F"
Floral,49.99,0,3.9,Passion Vase Arrangement,Farm Fresh Flowers   Pick Your Arrival Date at Checkout   Gift Messaging Available at Checkout   Warning: Not for Human or Animal Consumption,"Fuel your Passion, Find Your Passion, Follow your Passion with the beauty of flowers! This arrangement depicts passion with bold bright red pink tones using a combination of spray roses, lilies , hydrangeas, carnations and greenery. Stems Include: Pittosporum, Lilies, Carnations, Hydrangeas, Spray Roses, Ruscus, Mini Carnations, SolidagoHOW TO ORDER:Every attempt will be made to deliver your floral order on your preferred arrival date, however, your order may arrive one day before or after your selected date.Pick your arrival date from the calendar during checkout. Arrival dates are based on the farm’s availability.Due to the perishable nature of this item, orders do NOT ship Friday through Monday. Orders only arrive Tuesday through Friday.You can choose your arrival date from the calendar during checkout.Delivery exclusions apply, see calendar at checkout.NEED HELP?We are here to help! You can reach us directly at the contact information below. For cancellations or rescheduling, please contact us within 48 hours of placing order. For overnight deliveries, orders cannot be cancelled.Email: costco@vistaflor.comPhone: 888-620-8895 (8:00AM – 8:00PM EST M-F, 8:00AM – 5:00PM EST SAT)SUGGESTIONSTell them how you feel! Gift messaging available during the checkout process. If you want gift messages on multiple orders, individual orders need to be placed.Are your flowers for an event? Many of our flowers ship in bud form. We suggest ordering your flowers to arrive 2-3 days before your event to allow them to bloom.Did your flowers arrive looking thirsty? No worries! Just follow the included care and handling instructions to properly hydrate your flowers. After a fresh drink of water, your flowers will blossom and look more full. Flowers pictured on the site are taken after three days in water."
Floral,59.99,0,4.4,24-stem Hydrangeas,24 Stems   Available in Three Colors   Pick Your Arrival Date At Checkout   Gift Messaging Available At Checkout   Warning: Not for Human or Animal Consumption,"Hydrangeas have large blooms, perfect as centerpiece focal flowers and a must-have in weddings and celebrations. They can be used alone, or mixed with other flowers. Our wholesale Hydrangeas come fresh from the farm and are available for pre-orders for a future arrival date. This bulk pack includes 24 stems of Hydrangeas, perfect for businesses, restaurants, hotels, banquet halls, reception areas, doctor's offices, event planners, decorators, caterers and fundraising.   Available in three colors:   White
Blue
Assorted   How to Order:   Every attempt will be made to deliver your floral order on your preferred arrival date, however, your order may arrive one day before or after your selected date.   Pick your arrival date from the calendar during checkout. Arrival dates are based on the farm’s availability.   Due to the perishable nature of this item, orders do NOT ship Friday through Monday. Orders only arrive Tuesday through Friday.   You can choose your arrival date from the calendar during checkout.   Delivery exclusions apply, see calendar at checkout.   Need Help?
For answers to frequently asked questions, please enter the following URL into your search bar: www.flowernet.com   We are here to help! You can reach us directly at the contact information below. For cancellations or rescheduling, please contact us within 48 hours of placing order. For overnight deliveries, orders cannot be cancelled.   Email: support@flowernet.com
Phone: 877-285-1256 7:00AM – 3:00PM (PST), M-F   Suggestions:
Tell them how you feel! Gift messaging available during the checkout process. If you want gift messages on multiple orders, individual orders need to be placed.   Are your flowers for an event? Many of our flowers ship in bud form. We suggest ordering your flowers to arrive 2-3 days before your event to allow them to bloom.   Did your flowers arrive looking thirsty? No worries! Just follow the included care and handling instructions to properly hydrate your flowers. After a fresh drink of water, your flowers will blossom and look more full. Flowers pictured on the site are taken after three days in water."
Floral,99.99,0,4.4,"Mountain Bouquet Event Collection, 10-count",Ten 20-Stem Bouquets   Pick Your Arrival Date At Checkout   Gift Messaging Available At Checkout   Warning: Not for Human or Animal Consumption,"These grower's choice bouquets feature the freshest selection of seasonally available flowers. Our Mountain Bouquets come fresh from the farm and can be pre-ordered for a future arrival date.   This bulk pack includes 10 ready-made bouquets perfect for businesses, restaurants, hotels, banquet halls, reception areas, doctor's offices, event planners, decorators, caterers and fundraising.   Box includes:   10 Individual Bouquets (3 different bouquet designs per order)
200 Total Stems (20 Stems Per Bouquet)
These bouquets are grower choice and based on seasonality of available flowers
Available colors: Assorted, Orange, Pink, Purple, White   How to Order:   Every attempt will be made to deliver your floral order on your preferred arrival date, however, your order may arrive one day before or after your selected date.   Due to the perishable nature of this item, orders do NOT ship Friday through Monday. Orders only arrive Tuesday through Friday.   Need Help?
For answers to frequently asked questions, please enter the following URL into your search bar: www.flowernet.com
We are here to help! You can reach us directly at the contact information below. For cancellations or rescheduling, please contact us within 48 hours of placing order. For overnight deliveries, orders cannot be cancelled.   Email: support@flowernet.com
Phone: 877-285-1256 7:00AM – 3:00PM (PST), M-F   Suggestions:
Tell them how you feel! Gift messaging available during the checkout process. If you want gift messages on multiple orders, individual orders need to be placed.
Are your flowers for an event? Many of our flowers ship in bud form. We suggest ordering your flowers to arrive 2-3 days before your event to allow them to bloom.
Did your flowers arrive looking thirsty? No worries! Just follow the included care and handling instructions to properly hydrate your flowers. After a fresh drink of water, your flowers will blossom and look more full. Flowers pictured on the site are taken after three days in water."
Floral,59.99,0,4.5,Timeless Romance Floral Arrangement,36 Stem 50cm Roses   Pick Your Arrival Date At Checkout   Gift Messaging Available At Checkout   Vase Included (5.25 in W x 8 in H)   Warning: Not For Human or Animal Consumption,"Nothing says true love like a classic red rose. Show someone how much they mean to you with this Timeless Romance Floral Arrangement. Farm fresh red roses and greens have been thoughtfully arranged in a classic glass vase. This arrangement is sure to impress! HOW TO ORDER:Every attempt will be made to deliver your floral order on your preferred arrival date, however, your order may arrive one day before or after your selected date.Pick your arrival date from the calendar during checkout. Arrival dates are based on the farm’s availability.Due to the perishable nature of this item, orders do NOT ship Friday through Monday. Orders only arrive Tuesday through Friday. You can choose your arrival date from the calendar during checkout. Delivery exclusions apply, see calendar at checkout.NEED HELP?We are here to help! You can reach us directly at the contact information below. For cancellations or rescheduling, please contact us within 48 hours of placing order. For overnight deliveries, orders cannot be cancelled.Email: costco@vistaflor.comPhone: 888-620-8895 (8:00AM – 8:00PM EST M-F, 8:00AM – 5:00PM EST SAT)SUGGESTIONSTell them how you feel! Gift messaging available during the checkout process. If you want gift messages on multiple orders, individual orders need to be placed.Are your flowers for an event? Many of our flowers ship in bud form. We suggest ordering your flowers to arrive 2-3 days before your event to allow them bloom.Did your flowers arrive looking thirsty? No worries! Just follow the included care and handling instructions to properly hydrate your flowers. After a fresh drink of water, your flowers will blossom and look more full. Flowers pictured on the site are taken after three days in water."
Floral,64.99,0,,Valentine's Day Pre-Order 50-stem Red & White Roses,Pick Your Arrival Date at Checkout   Gift Messaging Available at Checkout   Vase Not Included   Last Day to Order 02/12/2024   Warning: Not for Human or Animal Consumption,"Our stunning Rainforest Alliance Certified roses are hand picked from our South American farms. While we pride ourselves in providing the highest quality flowers, we are also socially responsible protecting the environment and the farm employees in the process. All of our roses are made to impress with larger, bolder, and more vibrant colors. We put our heart into every stem we grow. Each box contains 2 bunches of 25 stems, wrapped in sleeves for protection during shipping. Vase not included.   Stems Include: Roses Red, Roses White (50 Stems)   How to Order:   Every attempt will be made to deliver your floral order on your preferred arrival date; however, your order may arrive one day before or after your selected date.   Last Day to Order for Tuesday, February 13th is Monday, February 12th at 11:00 AM PST.   Orders selected for Tuesday, February 13th delivery will arrive Tuesday, February 13th or Wednesday, February 14th.   Pick your arrival date from the calendar during checkout. Arrival dates are based on the farm’s availability.   Due to the perishable nature of this item, orders do NOT ship Friday through Monday. Orders only arrive Tuesday through Friday.   You can choose your arrival date from the calendar during checkout.   Delivery exclusions apply, see calendar at checkout..   Need Help?   No cancellations can be initiated after Monday, 2/5.   We are here to help! You can reach us directly at the contact information below. For cancellations or rescheduling, please contact us within 48 hours of placing an order. For overnight deliveries, orders cannot be canceled.   Email: support@flowernet.com   Phone: 877-285-1256 7:00AM – 3:00PM (PST), M-F   Suggestions:   Tell them how you feel! Gift messaging available during the checkout process. If you want gift messages on multiple orders, individual orders need to be placed.   Are your flowers for an event? Many of our flowers ship in bud form. We suggest ordering your flowers to arrive 2-3 days before your event to allow them to bloom.   Did your flowers arrive looking thirsty? No worries! Just follow the included care and handling instructions to properly hydrate your flowers. After a fresh drink of water, your flowers will blossom and look more full.   Flowers pictured on the site are taken after three days in water."
Floral,49.99,0,4.1,50-stem Red & White Roses,"50 cm Stem Length   Pick Your Arrival Date At Checkout
Gift Messaging Available At Checkout   Vase Not Included
Warning: Not For Human or Animal Consumption","​Our stunning Rainforest Alliance Certified roses are hand-picked from our South American farms. While we pride ourselves in providing the highest quality flowers, we are also socially responsible - protecting the environment and the farm employees in the process. All of our roses are made to impress with larger, bolder, and more vibrant colors. We put our heart into every stem we grow. Each box contains 2 bunches of 25 stems, wrapped in corrugate sleeves for protection during shipping. Vase not included.How to Order:Every attempt will be made to deliver your floral order on your preferred arrival date, however, your order may arrive one day before or after your selected date.Next day orders must be placed placed prior to 11:00 am PST Monday through Thursday, in order for them to arrive next day.Due to the perishable nature of this item, orders do NOT ship Friday through Monday. Orders only arrive Tuesday through Friday. Need Help?For answers to frequently asked questions, please enter the following URL into your search bar: www.flowernet.comWe are here to help! You can reach us directly at the contact information below. For cancellations or rescheduling, please contact us within 48 hours of placing order. For overnight deliveries, orders cannot be cancelled.Email: support@flowernet.comPhone: 877-285-1256 7:00AM – 3:00PM (PST), M-FSuggestions:Tell them how you feel! Gift messaging available during the checkout process. If you want gift messages on multiple orders, individual orders need to be placed.Are your flowers for an event? Many of our flowers ship in bud form. We suggest ordering your flowers to arrive 2-3 days before your event to allow them to bloom.Did your flowers arrive looking thirsty? No worries! Just follow the included care and handling instructions to properly hydrate your flowers. After a fresh drink of water, your flowers will blossom and look more full. Flowers pictured on the site are taken after three days in water."
Floral,43.99,0,4.3,Bountiful Garden Bouquet,Farm Fresh Flowers   Pick Your Arrival Date at Checkout   Gift Messaging Available at Checkout   Vase Not Included   Warning: Not for Human or Animal Consumption,"Artistically designed and hand-tied, the Bountiful Garden Bouquet is made up of 24 stems and comes perfectly constructed. This cheery bouquet incorporates bright shades of orange, green, and purple. It is the perfect item for any occasion or simply to enjoy yourself at home!   HOW TO ORDER
Pick your arrival date from the calendar during checkout. Arrival dates are based on the farm’s availability.
Every attempt will be made to deliver your floral order on your preferred arrival date, however, your order may arrive one day before or after your selected date.
Due to the perishable nature of this item, orders do NOT ship Friday through Monday. Orders only arrive Tuesday through Friday.
Next day orders must be placed placed prior to 11:00 am PST Monday through Thursday, in order for them to arrive next day
You can choose your arrival date from the calendar during checkout.
Delivery exclusions apply, see calendar at checkout.   NEED HELP?
We are here to help! You can reach us directly at the contact information below. For cancellations or rescheduling, please contact us within 48 hours of placing order. For overnight deliveries, orders cannot be cancelled.
For answers to frequently asked questions, please enter the following URL into your search bar: www.kendalflowers.com
Email: costco@kendalfloral.com
Phone: 855-848-9817 (7:00AM - 3:00PM PST, M-F)   SUGGESTIONS
Tell them how you feel! Gift messaging available during the checkout process. If you want gift messages on multiple orders, individual orders need to be placed.   Are your flowers for an event? Many of our flowers ship in bud form. We suggest ordering your flowers to arrive 2-3 days before your event to allow them to bloom.   Did your flowers arrive looking thirsty? No worries! Just follow the included care and handling instructions to properly hydrate your flowers. After a fresh drink of water, your flowers will blossom and look more full. Flowers pictured on the site are taken after three days in water.   HOW TO GET THE BEST OUT OF YOUR BOUQUET:
The bouquet will arrive at 18 inches, and you will need to cut 1 inch off the bottom of the stems.
Use flower food packet provided.
Flowers will arrive in bud form and will fully bloom in 2 or 3 days.
Keep your flowers in a location free of direct sunlight and drafts."
Floral,99.99,0,4.2,115-stem Floral Variety Combination,115 Stems   Available in Five Colors   Pick Your Arrival Date At Checkout   Gift Messaging Available at Checkout   Warning: Not For Human or Animal Consumption,"This floral variety bulk pack offers a selection of roses, alstromeria, ruscus and gerbera daisies in monochromatic color options. Perfect for businesses, restaurants, hotels, banquet halls, reception areas, doctor's offices, event planners, decorators, & caterers. Farm-direct shipments to your door ensures the best quality and freshness. Box Includes (115 Stems):50 Roses (60cm Stem Length)30 Alstroemeria20 Ruscus15 Gerbera DaisiesColor Options:PinkWhiteYellowOrangeRedHow to Order:Every attempt will be made to deliver your floral order on your preferred arrival date, however, your order may arrive one day before or after your selected date.Pick your arrival date from the calendar during checkout. Arrival dates are based on the farm’s availability. Due to the perishable nature of this item, orders do NOT ship Friday through Monday. Orders only arrive Tuesday through Friday. You can choose your arrival date from the calendar during checkout. Delivery exclusions apply, see calendar at checkout.Need Help?We are here to help! You can reach us directly at the contact information below. For cancellations or rescheduling, please contact us within 48 hours of placing order.Email: costco@vistaflor.comPhone: 888-620-8895 (8:00AM – 8:00PM EST M-F, 8:00AM – 5:00PM EST SAT)Suggestions:Are your flowers for an event? Many of our flowers ship in bud form. We suggest ordering your flowers to arrive 2-3 days before your event to allow them bloom.Did your flowers arrive looking thirsty? No worries! Just follow the included care and handling instructions to properly hydrate your flowers. After a fresh drink of water, your flowers will blossom and look more full. Flowers pictured on the site are taken after three days in water."
